"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"Document 203, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP-ADMINISTRACAO (L375) through port EP0BA1D5:L375 SERIES.  Size in bytes: 334194. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1010","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5956","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 15:35:42",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 202, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP-ADMINISTRACAO (L375) through port EP0BA1D5:L375 SERIES.  Size in bytes: 406525. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1005","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","4384","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 15:35:16",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 200, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP-ADMINISTRACAO (L375) through port EP0BA1D5:L375 SERIES.  Size in bytes: 358636. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1000","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","4392","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 15:34:46",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 201, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1040. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","996","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","2496","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:34:36",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 199, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1233. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","990","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","4456","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:34:05",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 198, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1468. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","985","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5600","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:32:02",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 197, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1285. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","980","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","4472","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:24:39",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 196, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1285. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","975","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","504","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:24:35",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 195, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1285. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","970","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","3936","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:24:05",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 194, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP-ADMINISTRACAO (L375) through port EP0BA1D5:L375 SERIES.  Size in bytes: 6898721. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","965","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5048","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 15:24:00",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 193, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1031. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","960","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","6024","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:20:42",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 192, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1031. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","955","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","4808","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:20:29",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 191, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1188. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","950","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5196","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:19:35",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 190, Print Document owned by sabrina.smoginski on PC0201 was printed on IMP-ADMINISTRACAO through port 192.168.0.252.  Size in bytes: 77058. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","945","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","3644","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1125","02/08/2024 15:17:52",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 189, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1040. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","940","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","2456","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:16:07",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 188, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1337. Pages printed: 2. No user action is required.","307","0",,"4","26","11","4611686018427390016","935","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","4980","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 15:14:47",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 187, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1045. Pages printed: 2. No user action is required.","307","0",,"4","26","11","4611686018427390016","930","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","4980","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 15:12:33",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 186, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1045. Pages printed: 2. No user action is required.","307","0",,"4","26","11","4611686018427390016","926","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","4980","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 15:12:33",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 185, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1190. Pages printed: 2. No user action is required.","307","0",,"4","26","11","4611686018427390016","920","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","3028","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 15:12:03",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 184, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1190. Pages printed: 2. No user action is required.","307","0",,"4","26","11","4611686018427390016","916","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","3028","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 15:12:03",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 183, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1039. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","910","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","2184","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:06:22",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 182, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1036. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","905","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5240","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:06:01",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 181, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1180. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","900","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","3424","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:01:52",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 180, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1180. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","895","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","1844","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 15:01:17",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 179, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1512. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","890","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","2016","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 14:43:43",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 178, Print Document owned by luana.monteiro on PC0801 was printed on IMP-DELIVERY through port 192.168.0.231.  Size in bytes: 184564. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","885","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5368","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1154","02/08/2024 14:35:14",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 177, Print Document owned by luana.monteiro on PC0801 was printed on IMP-DELIVERY through port 192.168.0.231.  Size in bytes: 0. Pages printed: 0. No user action is required.","307","0",,"4","26","11","4611686018427390016","880","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","3536","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1154","02/08/2024 14:35:10",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 176, Print Document owned by luana.monteiro on PC0801 was printed on IMP-DELIVERY through port 192.168.0.231.  Size in bytes: 300303. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","875","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","1128","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1154","02/08/2024 14:32:12",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 175, Print Document owned by luana.monteiro on PC0801 was printed on IMP-DELIVERY through port 192.168.0.231.  Size in bytes: 0. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","870","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","6112","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1154","02/08/2024 14:32:10",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 174, Print Document owned by alexandrina.bueno on PC0602 was printed on IMP-FINANCEIRO through port 192.168.0.206.  Size in bytes: 360031. Pages printed: 2. No user action is required.","307","0",,"4","26","11","4611686018427390016","865","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","1404","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1118","02/08/2024 14:30:56",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 173, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1040. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","860","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","2480","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 14:30:11",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 172, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1512. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","855","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","1072","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 14:24:17",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 171, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1042. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","850","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5492","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 14:22:14",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 170, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1042. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","845","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","3412","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 14:22:11",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 169, Print Document owned by estagiarios.cabana on PC0401 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1037. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","840","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","3644","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 14:21:54",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 168, Print Document owned by alexandrina.bueno on PC0602 was printed on IMP-FINANCEIRO through port 192.168.0.206.  Size in bytes: 63712. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","835","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","1716","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1118","02/08/2024 14:21:22",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 167, Print Document owned by monique.barros on PC0901 was printed on IMP-DELIVERY through port 192.168.0.231.  Size in bytes: 152873. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","830","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5332","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1126","02/08/2024 14:20:57",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
